status,age_group,region,region_cat,comorbidity_yes,comorbidity_no,comorbidity_tot_non_miss,comorbidity_prop,comorbidity_lb,comorbidity_ub,comorbidity,year
1,75-79,National,Scotland,4452,22512,26964,16511,16070,16960,cancerever,2014
1,80-84,National,Scotland,3536,15497,19033,18578,18028,19138,cancerever,2014
1,85-89,National,Scotland,2028,8586,10614,19107,18363,19868,cancerever,2014
1,90-99,National,Scotland,1034,4085,5119,20199,19107,21326,cancerever,2014
1,<=9,National,Wales,62,68147,68209,91,70,117,cancerever,2014
1,10-14,National,Wales,68,40882,40950,166,129,210,cancerever,2014
1,15-19,National,Wales,112,39664,39776,282,232,339,cancerever,2014
1,20-24,National,Wales,152,43026,43178,352,298,413,cancerever,2014
1,25-29,National,Wales,223,46088,46311,482,421,549,cancerever,2014
1,30-34,National,Wales,397,46840,47237,840,760,927,cancerever,2014
1,35-39,National,Wales,458,44033,44491,1029,938,1128,cancerever,2014
1,40-44,National,Wales,771,50788,51559,1495,1392,1604,cancerever,2014
1,45-49,National,Wales,1311,53942,55253,2373,2247,2503,cancerever,2014
1,50-54,National,Wales,1954,51193,53147,3677,3518,3840,cancerever,2014
1,55-59,National,Wales,2444,44763,47207,5177,4979,5381,cancerever,2014
1,60-64,National,Wales,3506,42234,45740,7665,7423,7913,cancerever,2014
1,65-69,National,Wales,4957,41600,46557,10647,10368,10931,cancerever,2014
1,70-74,National,Wales,4812,29684,34496,13949,13585,14320,cancerever,2014
1,75-79,National,Wales,4462,23125,27587,16174,15742,16614,cancerever,2014
1,80-84,National,Wales,3419,16229,19648,17401,16873,17939,cancerever,2014
1,85-89,National,Wales,2172,9912,12084,17974,17293,18671,cancerever,2014
1,90-99,National,Wales,1200,5933,7133,16823,15962,17712,cancerever,2014
1,<=9,Local,North East,<5,suppressed,5005,40,5,144,cancerlast5yrs,2014
1,10-14,Local,North East,0,2989,2989,0,0,123,cancerlast5yrs,2014
1,15-19,Local,North East,<5,suppressed,3150,32,1,177,cancerlast5yrs,2014
1,20-24,Local,North East,6,3467,3473,173,63,376,cancerlast5yrs,2014
1,25-29,Local,North East,<5,suppressed,3730,107,29,274,cancerlast5yrs,2014
1,30-34,Local,North East,13,3492,3505,371,198,633,cancerlast5yrs,2014
1,35-39,Local,North East,24,3119,3143,764,490,1134,cancerlast5yrs,2014
1,40-44,Local,North East,28,3627,3655,766,510,1105,cancerlast5yrs,2014
1,45-49,Local,North East,39,4056,4095,952,678,1300,cancerlast5yrs,2014
1,50-54,Local,North East,66,4081,4147,1592,1233,2020,cancerlast5yrs,2014
1,55-59,Local,North East,74,3637,3711,1994,1569,2497,cancerlast5yrs,2014
1,60-64,Local,North East,143,3164,3307,4324,3656,5074,cancerlast5yrs,2014
1,65-69,Local,North East,150,3054,3204,4682,3976,5471,cancerlast5yrs,2014
1,70-74,Local,North East,150,2188,2338,6416,5456,7486,cancerlast5yrs,2014
1,75-79,Local,North East,133,1926,2059,6459,5436,7609,cancerlast5yrs,2014
1,80-84,Local,North East,94,1336,1430,6573,5344,7984,cancerlast5yrs,2014
1,85-89,Local,North East,60,791,851,7051,5423,8983,cancerlast5yrs,2014
1,90-99,Local,North East,19,408,427,4450,2700,6862,cancerlast5yrs,2014
1,<=9,Local,North West,36,43968,44004,82,57,113,cancerlast5yrs,2014
1,10-14,Local,North West,18,26331,26349,68,40,108,cancerlast5yrs,2014
1,15-19,Local,North West,17,26237,26254,65,38,104,cancerlast5yrs,2014
1,20-24,Local,North West,35,26499,26534,132,92,183,cancerlast5yrs,2014
1,25-29,Local,North West,63,29237,29300,215,165,275,cancerlast5yrs,2014
1,30-34,Local,North West,90,29783,29873,301,242,370,cancerlast5yrs,2014
1,35-39,Local,North West,98,28054,28152,348,283,424,cancerlast5yrs,2014
1,40-44,Local,North West,206,33743,33949,607,527,695,cancerlast5yrs,2014
1,45-49,Local,North West,389,36083,36472,1067,964,1177,cancerlast5yrs,2014
1,50-54,Local,North West,504,33604,34108,1478,1352,1611,cancerlast5yrs,2014
1,55-59,Local,North West,591,28554,29145,2028,1869,2196,cancerlast5yrs,2014
1,60-64,Local,North West,859,26181,27040,3177,2971,3393,cancerlast5yrs,2014
1,65-69,Local,North West,1228,26749,27977,4389,4152,4636,cancerlast5yrs,2014
1,70-74,Local,North West,1074,19053,20127,5336,5030,5656,cancerlast5yrs,2014
1,75-79,Local,North West,914,15422,16336,5595,5247,5958,cancerlast5yrs,2014
1,80-84,Local,North West,684,10753,11437,5981,5553,6431,cancerlast5yrs,2014
1,85-89,Local,North West,386,6144,6530,5911,5351,6511,cancerlast5yrs,2014
1,90-99,Local,North West,147,3431,3578,4108,3482,4811,cancerlast5yrs,2014
1,<=9,Local,Yorkshire & The Humber,<5,suppressed,3458,87,18,253,cancerlast5yrs,2014
1,10-14,Local,Yorkshire & The Humber,<5,suppressed,2048,98,12,352,cancerlast5yrs,2014
1,15-19,Local,Yorkshire & The Humber,0,2036,2036,0,0,181,cancerlast5yrs,2014
1,20-24,Local,Yorkshire & The Humber,<5,suppressed,2072,48,1,269,cancerlast5yrs,2014
1,25-29,Local,Yorkshire & The Humber,5,2073,2078,241,78,561,cancerlast5yrs,2014
1,30-34,Local,Yorkshire & The Humber,5,2079,2084,240,78,559,cancerlast5yrs,2014
1,35-39,Local,Yorkshire & The Humber,6,2049,2055,292,107,634,cancerlast5yrs,2014
1,40-44,Local,Yorkshire & The Humber,21,2598,2619,802,497,1223,cancerlast5yrs,2014
1,45-49,Local,Yorkshire & The Humber,33,2866,2899,1138,785,1595,cancerlast5yrs,2014
1,50-54,Local,Yorkshire & The Humber,54,2633,2687,2010,1513,2614,cancerlast5yrs,2014
1,55-59,Local,Yorkshire & The Humber,55,2193,2248,2447,1848,3173,cancerlast5yrs,2014
1,60-64,Local,Yorkshire & The Humber,97,2232,2329,4165,3390,5057,cancerlast5yrs,2014
1,65-69,Local,Yorkshire & The Humber,103,2132,2235,4609,3777,5562,cancerlast5yrs,2014
1,70-74,Local,Yorkshire & The Humber,87,1502,1589,5475,4408,6710,cancerlast5yrs,2014
1,75-79,Local,Yorkshire & The Humber,92,1245,1337,6881,5583,8373,cancerlast5yrs,2014
1,80-84,Local,Yorkshire & The Humber,49,958,1007,4866,3621,6382,cancerlast5yrs,2014
1,85-89,Local,Yorkshire & The Humber,33,475,508,6496,4513,9002,cancerlast5yrs,2014
1,90-99,Local,Yorkshire & The Humber,13,242,255,5098,2742,8560,cancerlast5yrs,2014
1,<=9,Local,East Midlands,<5,suppressed,834,120,3,666,cancerlast5yrs,2014
1,10-14,Local,East Midlands,0,477,477,0,0,770,cancerlast5yrs,2014
1,15-19,Local,East Midlands,<5,suppressed,502,199,5,1105,cancerlast5yrs,2014
1,20-24,Local,East Midlands,0,525,525,0,0,700,cancerlast5yrs,2014
1,25-29,Local,East Midlands,<5,suppressed,487,411,50,1476,cancerlast5yrs,2014
1,30-34,Local,East Midlands,<5,suppressed,524,382,46,1372,cancerlast5yrs,2014
1,35-39,Local,East Midlands,<5,suppressed,489,818,223,2081,cancerlast5yrs,2014
1,40-44,Local,East Midlands,<5,suppressed,574,348,42,1253,cancerlast5yrs,2014
1,45-49,Local,East Midlands,<5,suppressed,624,641,175,1633,cancerlast5yrs,2014
1,50-54,Local,East Midlands,8,614,622,1286,557,2518,cancerlast5yrs,2014
1,55-59,Local,East Midlands,9,485,494,1822,836,3430,cancerlast5yrs,2014
1,60-64,Local,East Midlands,11,518,529,2079,1042,3690,cancerlast5yrs,2014
1,65-69,Local,East Midlands,31,461,492,6301,4321,8825,cancerlast5yrs,2014
1,70-74,Local,East Midlands,13,326,339,3835,2057,6468,cancerlast5yrs,2014
1,75-79,Local,East Midlands,9,262,271,3321,1530,6211,cancerlast5yrs,2014
1,80-84,Local,East Midlands,10,153,163,6135,2981,10993,cancerlast5yrs,2014
1,85-89,Local,East Midlands,<5,suppressed,99,4040,1112,10023,cancerlast5yrs,2014
1,90-99,Local,East Midlands,<5,suppressed,50,4000,488,13714,cancerlast5yrs,2014
1,<=9,Local,West Midlands,26,37297,37323,70,46,102,cancerlast5yrs,2014
1,10-14,Local,West Midlands,16,23179,23195,69,39,112,cancerlast5yrs,2014
1,15-19,Local,West Midlands,10,22548,22558,44,21,82,cancerlast5yrs,2014
1,20-24,Local,West Midlands,19,21557,21576,88,53,137,cancerlast5yrs,2014
1,25-29,Local,West Midlands,43,23561,23604,182,132,245,cancerlast5yrs,2014
1,30-34,Local,West Midlands,61,24045,24106,253,194,325,cancerlast5yrs,2014
1,35-39,Local,West Midlands,89,23221,23310,382,307,470,cancerlast5yrs,2014
1,40-44,Local,West Midlands,156,28641,28797,542,460,633,cancerlast5yrs,2014
1,45-49,Local,West Midlands,333,30385,30718,1084,971,1206,cancerlast5yrs,2014
1,50-54,Local,West Midlands,453,28340,28793,1573,1433,1724,cancerlast5yrs,2014
1,55-59,Local,West Midlands,488,23952,24440,1997,1825,2180,cancerlast5yrs,2014
1,60-64,Local,West Midlands,725,22592,23317,3109,2890,3340,cancerlast5yrs,2014
1,65-69,Local,West Midlands,1032,22633,23665,4361,4104,4629,cancerlast5yrs,2014
1,70-74,Local,West Midlands,915,16954,17869,5121,4802,5454,cancerlast5yrs,2014
1,75-79,Local,West Midlands,902,13960,14862,6069,5691,6465,cancerlast5yrs,2014
1,80-84,Local,West Midlands,642,10228,10870,5906,5470,6366,cancerlast5yrs,2014
1,85-89,Local,West Midlands,394,6157,6551,6014,5451,6618,cancerlast5yrs,2014
1,90-99,Local,West Midlands,175,3614,3789,4619,3972,5336,cancerlast5yrs,2014
1,<=9,Local,East of England,22,25617,25639,86,54,130,cancerlast5yrs,2014
1,10-14,Local,East of England,9,15105,15114,60,27,113,cancerlast5yrs,2014
1,15-19,Local,East of England,12,13784,13796,87,45,152,cancerlast5yrs,2014
1,20-24,Local,East of England,8,12346,12354,65,28,128,cancerlast5yrs,2014
1,25-29,Local,East of England,24,14885,14909,161,103,239,cancerlast5yrs,2014
1,30-34,Local,East of England,51,16736,16787,304,226,399,cancerlast5yrs,2014
1,35-39,Local,East of England,69,17216,17285,399,311,505,cancerlast5yrs,2014
1,40-44,Local,East of England,97,19071,19168,506,411,617,cancerlast5yrs,2014
1,45-49,Local,East of England,195,19688,19883,981,848,1128,cancerlast5yrs,2014
1,50-54,Local,East of England,281,18071,18352,1531,1359,1719,cancerlast5yrs,2014
1,55-59,Local,East of England,328,14836,15164,2163,1937,2407,cancerlast5yrs,2014
1,60-64,Local,East of England,431,13010,13441,3207,2915,3518,cancerlast5yrs,2014
1,65-69,Local,East of England,544,12687,13231,4112,3780,4464,cancerlast5yrs,2014
1,70-74,Local,East of England,497,8700,9197,5404,4951,5886,cancerlast5yrs,2014
1,75-79,Local,East of England,498,7713,8211,6065,5558,6603,cancerlast5yrs,2014
1,80-84,Local,East of England,384,6118,6502,5906,5345,6507,cancerlast5yrs,2014
1,85-89,Local,East of England,247,3828,4075,6061,5348,6838,cancerlast5yrs,2014
1,90-99,Local,East of England,121,2276,2397,5048,4206,6002,cancerlast5yrs,2014
1,<=9,Local,South West,25,28990,29015,86,56,127,cancerlast5yrs,2014
1,10-14,Local,South West,9,17597,17606,51,23,97,cancerlast5yrs,2014
1,15-19,Local,South West,23,19306,19329,119,75,178,cancerlast5yrs,2014
1,20-24,Local,South West,14,24346,24360,57,31,96,cancerlast5yrs,2014
1,25-29,Local,South West,41,20635,20676,198,142,269,cancerlast5yrs,2014
1,30-34,Local,South West,63,20646,20709,304,234,389,cancerlast5yrs,2014
1,35-39,Local,South West,79,19537,19616,403,319,502,cancerlast5yrs,2014
1,40-44,Local,South West,131,22707,22838,574,480,680,cancerlast5yrs,2014
1,45-49,Local,South West,237,25010,25247,939,823,1065,cancerlast5yrs,2014
1,50-54,Local,South West,363,23823,24186,1501,1351,1662,cancerlast5yrs,2014
1,55-59,Local,South West,443,20882,21325,2077,1890,2278,cancerlast5yrs,2014
1,60-64,Local,South West,641,19880,20521,3124,2890,3371,cancerlast5yrs,2014
1,65-69,Local,South West,866,20302,21168,4091,3828,4367,cancerlast5yrs,2014
1,70-74,Local,South West,889,14920,15809,5623,5269,5994,cancerlast5yrs,2014
1,75-79,Local,South West,792,12005,12797,6189,5778,6620,cancerlast5yrs,2014
1,80-84,Local,South West,647,9375,10022,6456,5982,6955,cancerlast5yrs,2014
1,85-89,Local,South West,410,6093,6503,6305,5726,6923,cancerlast5yrs,2014
1,90-99,Local,South West,214,3848,4062,5268,4601,6000,cancerlast5yrs,2014
1,<=9,Local,South Central,42,47453,47495,88,64,120,cancerlast5yrs,2014
1,10-14,Local,South Central,15,29767,29782,50,28,83,cancerlast5yrs,2014
1,15-19,Local,South Central,19,27730,27749,68,41,107,cancerlast5yrs,2014
1,20-24,Local,South Central,15,24088,24103,62,35,103,cancerlast5yrs,2014
1,25-29,Local,South Central,49,27403,27452,178,132,236,cancerlast5yrs,2014
1,30-34,Local,South Central,86,30714,30800,279,223,345,cancerlast5yrs,2014
1,35-39,Local,South Central,147,32145,32292,455,385,535,cancerlast5yrs,2014
1,40-44,Local,South Central,241,37289,37530,642,564,728,cancerlast5yrs,2014
1,45-49,Local,South Central,378,39438,39816,949,856,1050,cancerlast5yrs,2014
1,50-54,Local,South Central,551,35953,36504,1509,1387,1640,cancerlast5yrs,2014
1,55-59,Local,South Central,598,30177,30775,1943,1792,2104,cancerlast5yrs,2014
1,60-64,Local,South Central,888,27526,28414,3125,2926,3334,cancerlast5yrs,2014
1,65-69,Local,South Central,1292,28359,29651,4357,4128,4596,cancerlast5yrs,2014
1,70-74,Local,South Central,1114,20085,21199,5255,4958,5564,cancerlast5yrs,2014
1,75-79,Local,South Central,1014,15885,16899,6000,5647,6369,cancerlast5yrs,2014
1,80-84,Local,South Central,796,12055,12851,6194,5783,6625,cancerlast5yrs,2014
1,85-89,Local,South Central,406,7551,7957,5102,4629,5609,cancerlast5yrs,2014
1,90-99,Local,South Central,221,4667,4888,4521,3956,5142,cancerlast5yrs,2014
1,<=9,Local,London,37,53795,53832,69,48,95,cancerlast5yrs,2014
1,10-14,Local,London,11,30380,30391,36,18,65,cancerlast5yrs,2014
1,15-19,Local,London,24,27919,27943,86,55,128,cancerlast5yrs,2014
1,20-24,Local,London,41,28983,29024,141,101,192,cancerlast5yrs,2014
1,25-29,Local,London,60,36700,36760,163,125,210,cancerlast5yrs,2014
1,30-34,Local,London,103,41865,41968,245,200,298,cancerlast5yrs,2014
1,35-39,Local,London,166,40280,40446,410,350,478,cancerlast5yrs,2014
1,40-44,Local,London,232,40290,40522,573,501,651,cancerlast5yrs,2014
1,45-49,Local,London,363,39994,40357,899,810,996,cancerlast5yrs,2014
1,50-54,Local,London,536,35261,35797,1497,1374,1629,cancerlast5yrs,2014
1,55-59,Local,London,549,28101,28650,1916,1761,2082,cancerlast5yrs,2014
1,60-64,Local,London,758,22745,23503,3225,3003,3459,cancerlast5yrs,2014
1,65-69,Local,London,899,21018,21917,4102,3843,4373,cancerlast5yrs,2014
1,70-74,Local,London,783,14870,15653,5002,4666,5355,cancerlast5yrs,2014
1,75-79,Local,London,744,12664,13408,5549,5167,5950,cancerlast5yrs,2014
1,80-84,Local,London,581,9814,10395,5589,5155,6048,cancerlast5yrs,2014
1,85-89,Local,London,362,6019,6381,5673,5118,6269,cancerlast5yrs,2014
1,90-99,Local,London,161,3564,3725,4322,3692,5025,cancerlast5yrs,2014
1,<=9,Local,South East Coast,29,46998,47027,62,41,89,cancerlast5yrs,2014
1,10-14,Local,South East Coast,10,29239,29249,34,16,63,cancerlast5yrs,2014
1,15-19,Local,South East Coast,32,26708,26740,120,82,169,cancerlast5yrs,2014
1,20-24,Local,South East Coast,23,24109,24132,95,60,143,cancerlast5yrs,2014
1,25-29,Local,South East Coast,48,25945,25993,185,136,245,cancerlast5yrs,2014
1,30-34,Local,South East Coast,74,27664,27738,267,210,335,cancerlast5yrs,2014
1,35-39,Local,South East Coast,121,28904,29025,417,346,498,cancerlast5yrs,2014
1,40-44,Local,South East Coast,226,34966,35192,642,561,731,cancerlast5yrs,2014
1,45-49,Local,South East Coast,399,37316,37715,1058,957,1166,cancerlast5yrs,2014
1,50-54,Local,South East Coast,503,34326,34829,1444,1322,1575,cancerlast5yrs,2014
1,55-59,Local,South East Coast,650,29282,29932,2172,2009,2343,cancerlast5yrs,2014
1,60-64,Local,South East Coast,816,26540,27356,2983,2784,3191,cancerlast5yrs,2014
1,65-69,Local,South East Coast,1281,27822,29103,4402,4169,4644,cancerlast5yrs,2014
1,70-74,Local,South East Coast,1053,19477,20530,5129,4831,5440,cancerlast5yrs,2014
1,75-79,Local,South East Coast,1033,16312,17345,5956,5608,6318,cancerlast5yrs,2014
1,80-84,Local,South East Coast,848,12359,13207,6421,6009,6852,cancerlast5yrs,2014
1,85-89,Local,South East Coast,456,7627,8083,5641,5148,6167,cancerlast5yrs,2014
1,90-99,Local,South East Coast,227,4490,4717,4812,4219,5462,cancerlast5yrs,2014
1,<=9,National,Northern Ireland,13,20825,20838,62,33,107,cancerlast5yrs,2014
1,10-14,National,Northern Ireland,9,13392,13401,67,31,127,cancerlast5yrs,2014
1,15-19,National,Northern Ireland,10,12985,12995,77,37,141,cancerlast5yrs,2014
1,20-24,National,Northern Ireland,15,12803,12818,117,66,193,cancerlast5yrs,2014
1,25-29,National,Northern Ireland,19,14506,14525,131,79,204,cancerlast5yrs,2014
1,30-34,National,Northern Ireland,48,14828,14876,323,238,428,cancerlast5yrs,2014
1,35-39,National,Northern Ireland,54,14005,14059,384,289,501,cancerlast5yrs,2014
1,40-44,National,Northern Ireland,111,15265,15376,722,594,869,cancerlast5yrs,2014
1,45-49,National,Northern Ireland,151,15984,16135,936,793,1097,cancerlast5yrs,2014
1,50-54,National,Northern Ireland,227,15038,15265,1487,1301,1692,cancerlast5yrs,2014
1,55-59,National,Northern Ireland,255,13115,13370,1907,1682,2154,cancerlast5yrs,2014
1,60-64,National,Northern Ireland,377,11169,11546,3265,2949,3606,cancerlast5yrs,2014
1,65-69,National,Northern Ireland,483,10079,10562,4573,4182,4989,cancerlast5yrs,2014
1,70-74,National,Northern Ireland,474,7869,8343,5681,5194,6200,cancerlast5yrs,2014
1,75-79,National,Northern Ireland,378,5892,6270,6029,5452,6647,cancerlast5yrs,2014
1,80-84,National,Northern Ireland,290,4336,4626,6269,5587,7006,cancerlast5yrs,2014
1,85-89,National,Northern Ireland,183,2491,2674,6844,5916,7868,cancerlast5yrs,2014
1,90-99,National,Northern Ireland,73,1368,1441,5066,3992,6328,cancerlast5yrs,2014
1,<=9,National,Scotland,41,74955,74996,55,39,74,cancerlast5yrs,2014
1,10-14,National,Scotland,18,45383,45401,40,23,63,cancerlast5yrs,2014
1,15-19,National,Scotland,32,45081,45113,71,49,100,cancerlast5yrs,2014
1,20-24,National,Scotland,46,47590,47636,97,71,129,cancerlast5yrs,2014
1,25-29,National,Scotland,97,52194,52291,186,150,226,cancerlast5yrs,2014
1,30-34,National,Scotland,162,55187,55349,293,249,341,cancerlast5yrs,2014
1,35-39,National,Scotland,227,51350,51577,440,385,501,cancerlast5yrs,2014
1,40-44,National,Scotland,363,59891,60254,602,542,668,cancerlast5yrs,2014
1,45-49,National,Scotland,636,65799,66435,957,885,1034,cancerlast5yrs,2014
1,50-54,National,Scotland,949,62244,63193,1502,1408,1600,cancerlast5yrs,2014
1,55-59,National,Scotland,1217,54811,56028,2172,2053,2296,cancerlast5yrs,2014
1,60-64,National,Scotland,1549,48852,50401,3073,2924,3228,cancerlast5yrs,2014
1,65-69,National,Scotland,1947,43817,45764,4254,4071,4443,cancerlast5yrs,2014
1,70-74,National,Scotland,1786,32215,34001,5253,5018,5495,cancerlast5yrs,2014
1,75-79,National,Scotland,1579,25385,26964,5856,5579,6143,cancerlast5yrs,2014
1,80-84,National,Scotland,1176,17857,19033,6179,5841,6530,cancerlast5yrs,2014
1,85-89,National,Scotland,621,9993,10614,5851,5412,6314,cancerlast5yrs,2014
1,90-99,National,Scotland,275,4844,5119,5372,4770,6025,cancerlast5yrs,2014
1,<=9,National,Wales,43,68166,68209,63,46,85,cancerlast5yrs,2014
1,10-14,National,Wales,17,40933,40950,42,24,66,cancerlast5yrs,2014
